,alpha,beta,MSE,MAE,R2
7894,0.8,0.74,2637.157824,39.59800393,0.523091182
7895,0.8,0.75,2667.836294,39.83080907,0.517543227
7896,0.8,0.76,2686.435131,39.94653864,0.514179777
7897,0.8,0.77,2660.288291,39.75244938,0.518908223
7898,0.8,0.78,2640.408017,39.60976392,0.522503411
7899,0.8,0.79,2657.350281,39.68481836,0.519439538
7900,0.8,0.8,2650.56197,39.60197542,0.52066715
7901,0.8,0.81,2669.630412,39.81354498,0.517218775
7902,0.8,0.82,2683.17944,39.93691788,0.514768543
7903,0.8,0.83,2672.433686,39.78039426,0.516711826
7904,0.8,0.84,2655.372359,39.72956114,0.51979723
7905,0.8,0.85,2660.027198,39.77547866,0.51895544
7906,0.8,0.86,2655.715328,39.72588072,0.519735207
7907,0.8,0.87,2651.055776,39.68633316,0.520577849
7908,0.8,0.88,2643.998869,39.57906696,0.521854034
7909,0.8,0.89,2666.91627,39.81316587,0.517709606
7910,0.8,0.9,2658.55561,39.74514213,0.519221565
7911,0.8,0.91,2636.022979,39.57618562,0.52329641
7912,0.8,0.92,2684.068447,39.87830416,0.514607773
7913,0.8,0.93,2673.6766,39.92883667,0.516487055
7914,0.8,0.94,2653.219493,39.7068993,0.520186558
7915,0.8,0.95,2648.319978,39.55517352,0.521072596
7916,0.8,0.96,2651.412038,39.6812971,0.520513422
7917,0.8,0.97,2660.213582,39.8136846,0.518921733
7918,0.8,0.98,2651.205519,39.80226739,0.520550769
7919,0.8,0.99,2661.816182,39.72838793,0.518631916
7920,0.81,0.01,2671.987715,39.82814671,0.516792476
7921,0.81,0.02,2658.104967,39.68852323,0.51930306
7922,0.81,0.03,2664.541863,39.81187116,0.518138999
7923,0.81,0.04,2645.727752,39.63012498,0.52154138
7924,0.81,0.05,2644.087122,39.47216369,0.521838074
7925,0.81,0.06,2652.613698,39.77060513,0.520296112
7926,0.81,0.07,2670.79651,39.88785224,0.517007896
7927,0.81,0.08,2640.492029,39.64278207,0.522488218
7928,0.81,0.09,2670.196892,39.80103549,0.517116332
7929,0.81,0.1,2664.297512,39.75061834,0.518183188
7930,0.81,0.11,2655.999646,39.67055499,0.51968379
7931,0.81,0.12,2653.329472,39.60671262,0.52016667
7932,0.81,0.13,2661.074333,39.69165032,0.518766074
7933,0.81,0.14,2661.56105,39.77174477,0.518678055
7934,0.81,0.15,2678.502861,39.80490504,0.515614264
7935,0.81,0.16,2668.348016,39.8361815,0.517450687
7936,0.81,0.17,2658.03023,39.65078329,0.519316575
7937,0.81,0.18,2667.706162,39.76053304,0.517566761
7938,0.81,0.19,2669.423906,39.68659688,0.51725612
7939,0.81,0.2,2676.544182,39.81802732,0.515968476
7940,0.81,0.21,2648.03456,39.61271012,0.521124212
7941,0.81,0.22,2641.969119,39.64337649,0.522221098
7942,0.81,0.23,2658.75124,39.7906641,0.519186186
7943,0.81,0.24,2656.857145,39.67855259,0.519528718
7944,0.81,0.25,2666.61255,39.8214291,0.517764532
7945,0.81,0.26,2639.608073,39.51791914,0.522648074
7946,0.81,0.27,2659.103381,39.72085833,0.519122504
7947,0.81,0.28,2654.847666,39.72836596,0.519892116
7948,0.81,0.29,2677.554777,39.8182057,0.515785718
7949,0.81,0.3,2658.638101,39.72765596,0.519206647
7950,0.81,0.31,2632.224325,39.54308783,0.523983366
7951,0.81,0.32,2660.761252,39.72034212,0.518822692
7952,0.81,0.33,2641.122461,39.60867034,0.52237421
7953,0.81,0.34,2658.24798,39.6899365,0.519277197
7954,0.81,0.35,2658.184405,39.72938943,0.519288694
7955,0.81,0.36,2647.991765,39.59692446,0.521131951
7956,0.81,0.37,2658.133031,39.72341737,0.519297984
7957,0.81,0.38,2644.109199,39.63403263,0.521834082
7958,0.81,0.39,2650.436915,39.6777829,0.520689765
7959,0.81,0.4,2658.850378,39.71801228,0.519168258
7960,0.81,0.41,2672.546262,39.86436187,0.516691467
7961,0.81,0.42,2670.717146,39.82024034,0.517022248
7962,0.81,0.43,2666.977545,39.82607829,0.517698525
7963,0.81,0.44,2666.668139,39.87516818,0.517754479
7964,0.81,0.45,2665.815151,39.72791999,0.517908735
7965,0.81,0.46,2688.36188,39.95501231,0.51383134
7966,0.81,0.47,2669.263986,39.74998658,0.517285041
7967,0.81,0.48,2637.355747,39.56591162,0.523055389
7968,0.81,0.49,2672.578277,39.80171563,0.516685678
7969,0.81,0.5,2661.830125,39.67596262,0.518629395
7970,0.81,0.51,2648.36468,39.67886257,0.521064512
7971,0.81,0.52,2666.128351,39.80153205,0.517852095
7972,0.81,0.53,2655.138653,39.77242948,0.519839494
7973,0.81,0.54,2668.516122,39.84651475,0.517420286
7974,0.81,0.55,2652.935055,39.72271724,0.520237997
7975,0.81,0.56,2644.945087,39.67329279,0.521682918
7976,0.81,0.57,2660.347301,39.80786022,0.518897552
7977,0.81,0.58,2665.307714,39.71921949,0.518000501
7978,0.81,0.59,2638.659175,39.62423679,0.522819675
7979,0.81,0.6,2651.702072,39.62418813,0.520460972
7980,0.81,0.61,2649.184607,39.657272,0.520916235
7981,0.81,0.62,2647.687444,39.67110016,0.521186985
7982,0.81,0.63,2676.336278,39.97688121,0.516006073
7983,0.81,0.64,2664.340126,39.77364593,0.518175481
7984,0.81,0.65,2637.897216,39.58934414,0.522957469
7985,0.81,0.66,2668.212812,39.75669216,0.517475137
7986,0.81,0.67,2643.543163,39.65012628,0.521936445
7987,0.81,0.68,2662.268101,39.8384813,0.51855019
7988,0.81,0.69,2636.32755,39.57182111,0.523241331
7989,0.81,0.7,2643.580918,39.62727394,0.521929617
7990,0.81,0.71,2669.739508,39.7942281,0.517199046
7991,0.81,0.72,2651.920083,39.62906669,0.520421546
7992,0.81,0.73,2673.193378,39.84907362,0.516574442
7993,0.81,0.74,2666.303786,39.94966061,0.517820369
7994,0.81,0.75,2662.791213,39.77393768,0.51845559
7995,0.81,0.76,2646.393531,39.62193177,0.521420979
7996,0.81,0.77,2657.014174,39.7366398,0.519500321
7997,0.81,0.78,2648.183932,39.67960361,0.521097199
7998,0.81,0.79,2640.618689,39.62336838,0.522465313
7999,0.81,0.8,2663.136604,39.7427822,0.518393128
8000,0.81,0.81,2649.315257,39.67776533,0.520892608
8001,0.81,0.82,2665.349453,39.69966123,0.517992952
8002,0.81,0.83,2679.210138,39.93021499,0.515486359
8003,0.81,0.84,2654.201175,39.71703956,0.520009029
8004,0.81,0.85,2659.745067,39.81595769,0.519006461
8005,0.81,0.86,2658.841292,39.76972036,0.519169901
8006,0.81,0.87,2670.356467,39.91530162,0.517087474
8007,0.81,0.88,2661.987878,39.76640424,0.518600866
8008,0.81,0.89,2667.185697,39.67085626,0.517660882
8009,0.81,0.9,2648.34474,39.57017998,0.521068118
8010,0.81,0.91,2641.228975,39.62767053,0.522354947
8011,0.81,0.92,2675.504197,39.86558551,0.516156549
8012,0.81,0.93,2659.865889,39.75402689,0.518984611
8013,0.81,0.94,2653.275328,39.66257933,0.520176461
8014,0.81,0.95,2662.189462,39.83931934,0.518564412
8015,0.81,0.96,2678.266391,39.81140993,0.515657028
8016,0.81,0.97,2631.535216,39.48394892,0.524107986
8017,0.81,0.98,2671.974892,39.78364159,0.516794795
8018,0.81,0.99,2672.052976,39.89242305,0.516780674
8019,0.82,0.01,2667.014443,39.83935004,0.517691852
8020,0.82,0.02,2671.737876,39.82744685,0.516837658
8021,0.82,0.03,2666.338603,39.82955317,0.517814073
8022,0.82,0.04,2671.982586,39.78882291,0.516793404
8023,0.82,0.05,2638.544892,39.54510154,0.522840342
8024,0.82,0.06,2685.259218,40.0238673,0.514392431
8025,0.82,0.07,2668.519239,39.68709874,0.517419722
8026,0.82,0.08,2660.969633,39.74609889,0.518785008
8027,0.82,0.09,2675.482371,39.76914306,0.516160496
8028,0.82,0.1,2666.712917,39.84413282,0.517746381
8029,0.82,0.11,2634.927775,39.52486499,0.523494469
8030,0.82,0.12,2648.143796,39.69547979,0.521104457
8031,0.82,0.13,2679.516492,39.94975803,0.515430957
8032,0.82,0.14,2658.324829,39.70373991,0.519263299
8033,0.82,0.15,2669.467198,39.75876802,0.517248291
8034,0.82,0.16,2658.393821,39.77364821,0.519250823
8035,0.82,0.17,2644.430726,39.60350834,0.521775936
8036,0.82,0.18,2644.234691,39.66188769,0.521811388
8037,0.82,0.19,2661.50256,39.77138944,0.518688632
8038,0.82,0.2,2641.807399,39.55138967,0.522250344
8039,0.82,0.21,2672.612002,39.80128349,0.516679579
8040,0.82,0.22,2636.792786,39.62970619,0.523157197
8041,0.82,0.23,2674.134008,39.88216766,0.516404336
8042,0.82,0.24,2645.776015,39.69554555,0.521532652
8043,0.82,0.25,2645.471905,39.58876753,0.521587648
8044,0.82,0.26,2644.589921,39.55400633,0.521747147
8045,0.82,0.27,2677.165021,39.79956734,0.515856202
8046,0.82,0.28,2655.892815,39.72622201,0.51970311
8047,0.82,0.29,2641.913467,39.66903247,0.522231162
8048,0.82,0.3,2659.147877,39.73332888,0.519114458
8049,0.82,0.31,2659.623883,39.73748316,0.519028376
8050,0.82,0.32,2633.782142,39.58292463,0.523701647
8051,0.82,0.33,2664.631533,39.82797291,0.518122783
8052,0.82,0.34,2689.119531,39.94277795,0.513694325
8053,0.82,0.35,2678.494536,39.88053772,0.51561577
8054,0.82,0.36,2672.275801,39.90523031,0.516740378
8055,0.82,0.37,2670.49278,39.81738335,0.517062823
8056,0.82,0.38,2654.473781,39.72780506,0.51995973
8057,0.82,0.39,2659.037686,39.74583585,0.519134385
8058,0.82,0.4,2662.476977,39.75547167,0.518512417
8059,0.82,0.41,2661.334972,39.71000955,0.518718939
8060,0.82,0.42,2641.163841,39.52496789,0.522366726
8061,0.82,0.43,2663.565525,39.76794025,0.518315562
8062,0.82,0.44,2649.657098,39.6720094,0.520830789
8063,0.82,0.45,2648.412516,39.75805547,0.521055862
8064,0.82,0.46,2636.683132,39.57968273,0.523177026
8065,0.82,0.47,2646.079998,39.61232585,0.521477679
8066,0.82,0.48,2664.507242,39.8131447,0.51814526
8067,0.82,0.49,2653.553653,39.69834182,0.520126128
8068,0.82,0.5,2665.85474,39.878866,0.517901575
8069,0.82,0.51,2665.350297,39.88272248,0.5179928
8070,0.82,0.52,2658.343957,39.72099887,0.51925984
8071,0.82,0.53,2668.532234,39.83524236,0.517417372
8072,0.82,0.54,2650.168605,39.6873742,0.520738287
8073,0.82,0.55,2653.085664,39.7844168,0.52021076
8074,0.82,0.56,2639.635253,39.69600779,0.522643159
8075,0.82,0.57,2675.541763,39.82469051,0.516149755
8076,0.82,0.58,2654.579352,39.78943943,0.519940639
8077,0.82,0.59,2649.618354,39.68040449,0.520837795
8078,0.82,0.6,2655.967457,39.73563571,0.519689611
8079,0.82,0.61,2644.773263,39.62856829,0.521713991
8080,0.82,0.62,2658.390611,39.78837499,0.519251403
8081,0.82,0.63,2657.473736,39.87443046,0.519417213
8082,0.82,0.64,2637.393863,39.57651566,0.523048497
8083,0.82,0.65,2647.459022,39.5857293,0.521228293
8084,0.82,0.66,2655.85631,39.77262235,0.519709711
8085,0.82,0.67,2656.948733,39.75113041,0.519512155
8086,0.82,0.68,2651.476314,39.68319136,0.520501798
8087,0.82,0.69,2662.372506,39.81233545,0.518531309
8088,0.82,0.7,2648.337935,39.68279411,0.521069349
8089,0.82,0.71,2638.840018,39.67797249,0.522786971
8090,0.82,0.72,2645.088783,39.62440322,0.521656932
8091,0.82,0.73,2654.955847,39.79327945,0.519872553
8092,0.82,0.74,2659.859889,39.72213487,0.518985696
8093,0.82,0.75,2656.654298,39.81382669,0.519565402
8094,0.82,0.76,2635.585298,39.6257821,0.523375561
8095,0.82,0.77,2652.149655,39.73751865,0.52038003
8096,0.82,0.78,2651.227153,39.61916393,0.520546857
8097,0.82,0.79,2668.578306,39.77853716,0.51740904
8098,0.82,0.8,2639.452305,39.64008416,0.522676244
8099,0.82,0.81,2660.20396,39.77229525,0.518923474
8100,0.82,0.82,2665.887284,39.7799484,0.51789569
8101,0.82,0.83,2663.020727,39.76825444,0.518414084
8102,0.82,0.84,2655.896525,39.79879574,0.519702439
8103,0.82,0.85,2654.757871,39.76491775,0.519908355
8104,0.82,0.86,2640.82975,39.56619794,0.522427144
8105,0.82,0.87,2649.823844,39.63448989,0.520800634
8106,0.82,0.88,2642.004965,39.70439099,0.522214616
8107,0.82,0.89,2654.586428,39.70788173,0.519939359
8108,0.82,0.9,2651.08472,39.72374609,0.520572615
8109,0.82,0.91,2636.045833,39.61386057,0.523292277
8110,0.82,0.92,2646.757817,39.72377713,0.521355101
8111,0.82,0.93,2664.476489,39.75052275,0.518150821
8112,0.82,0.94,2658.192996,39.71093266,0.51928714
8113,0.82,0.95,2657.943843,39.69146614,0.519332198
8114,0.82,0.96,2679.929195,39.89260061,0.515356323
8115,0.82,0.97,2649.504813,39.74381472,0.520858328
8116,0.82,0.98,2654.710978,39.6539246,0.519916835
8117,0.82,0.99,2653.119175,39.71971113,0.5202047
8118,0.83,0.01,2661.801759,39.72280087,0.518634525
8119,0.83,0.02,2642.437463,39.61082786,0.522136402
8120,0.83,0.03,2654.964937,39.71768773,0.519870909
8121,0.83,0.04,2666.881468,39.78560385,0.5177159
8122,0.83,0.05,2679.777788,39.85427884,0.515383704
8123,0.83,0.06,2640.715781,39.57774436,0.522447754
8124,0.83,0.07,2665.381054,39.79478304,0.517987238
8125,0.83,0.08,2661.384116,39.71931909,0.518710052
8126,0.83,0.09,2675.00756,39.79991419,0.516246361
8127,0.83,0.1,2640.893426,39.62285621,0.522415629
8128,0.83,0.11,2643.162956,39.66472447,0.522005202
8129,0.83,0.12,2643.142838,39.61508196,0.522008841
8130,0.83,0.13,2659.840997,39.86421375,0.518989113
8131,0.83,0.14,2676.87493,39.86486211,0.515908662
8132,0.83,0.15,2644.24668,39.63058974,0.52180922
8133,0.83,0.16,2667.701301,39.8148072,0.51756764
8134,0.83,0.17,2669.632456,39.74591635,0.517218406
8135,0.83,0.18,2653.419559,39.60649657,0.520150378
8136,0.83,0.19,2661.400117,39.74393392,0.518707158
8137,0.83,0.2,2650.24148,39.67294743,0.520725108
8138,0.83,0.21,2646.872783,39.69444911,0.52133431
8139,0.83,0.22,2640.027227,39.63409766,0.522572274
8140,0.83,0.23,2676.554625,39.96178758,0.515966587
8141,0.83,0.24,2658.956449,39.75261162,0.519149076
8142,0.83,0.25,2647.301031,39.64921389,0.521256865
8143,0.83,0.26,2672.364512,39.86450856,0.516724335
8144,0.83,0.27,2690.39435,39.99837379,0.513463784
8145,0.83,0.28,2664.389363,39.70792615,0.518166577
8146,0.83,0.29,2668.960927,39.83398269,0.517339846
8147,0.83,0.3,2707.337043,40.01412572,0.510399834
8148,0.83,0.31,2654.105592,39.66956897,0.520026315
8149,0.83,0.32,2669.099814,39.89311405,0.51731473
8150,0.83,0.33,2650.784815,39.72959709,0.52062685
8151,0.83,0.34,2674.332047,39.87093246,0.516368523
8152,0.83,0.35,2639.929025,39.55138623,0.522590033
8153,0.83,0.36,2668.270621,39.8313217,0.517464683
8154,0.83,0.37,2647.819041,39.680458,0.521163187
8155,0.83,0.38,2659.090255,39.84435607,0.519124878
8156,0.83,0.39,2659.170211,39.831894,0.519110419
8157,0.83,0.4,2648.241054,39.62481654,0.521086869
8158,0.83,0.41,2628.258877,39.53009002,0.524700485
8159,0.83,0.42,2668.032906,39.81836817,0.517507672
8160,0.83,0.43,2654.138974,39.6592432,0.520020278
8161,0.83,0.44,2675.761105,39.76542572,0.516110089
8162,0.83,0.45,2658.60471,39.62545772,0.519212685
8163,0.83,0.46,2655.361896,39.79846266,0.519799122
8164,0.83,0.47,2658.017604,39.75924884,0.519318858
8165,0.83,0.48,2651.097409,39.67618571,0.52057032
8166,0.83,0.49,2669.958153,39.8350131,0.517159506
8167,0.83,0.5,2653.511919,39.72244869,0.520133676
8168,0.83,0.51,2645.629763,39.56912705,0.5215591
8169,0.83,0.52,2637.660498,39.67425874,0.523000278
8170,0.83,0.53,2649.370691,39.5459509,0.520882583
8171,0.83,0.54,2643.085167,39.71084931,0.52201927
8172,0.83,0.55,2649.404924,39.67935821,0.520876392
8173,0.83,0.56,2661.433469,39.69276189,0.518701127
8174,0.83,0.57,2661.005668,39.79230934,0.518778491
8175,0.83,0.58,2648.9761,39.6270106,0.520953942
8176,0.83,0.59,2650.030226,39.62741653,0.520763312
8177,0.83,0.6,2659.100908,39.80590326,0.519122952
8178,0.83,0.61,2656.857615,39.74588742,0.519528633
8179,0.83,0.62,2661.229328,39.73977146,0.518738044
8180,0.83,0.63,2659.688351,39.75613161,0.519016717
8181,0.83,0.64,2668.21245,39.95946558,0.517475202
8182,0.83,0.65,2685.348613,39.87384394,0.514376265
8183,0.83,0.66,2648.805465,39.7075967,0.5209848
8184,0.83,0.67,2653.227871,39.73120864,0.520185043
8185,0.83,0.68,2666.515946,39.77951131,0.517782002
8186,0.83,0.69,2649.220113,39.6000474,0.520909814
8187,0.83,0.7,2655.898299,39.76385436,0.519702118
8188,0.83,0.71,2660.392601,39.70295805,0.518889359
8189,0.83,0.72,2661.815294,39.68203951,0.518632077
8190,0.83,0.73,2658.432654,39.62056046,0.5192438
8191,0.83,0.74,2657.961792,39.73458564,0.519328952
8192,0.83,0.75,2651.027794,39.66078937,0.520582909
8193,0.83,0.76,2652.297438,39.77998535,0.520353305
8194,0.83,0.77,2679.354136,39.95242697,0.515460318
8195,0.83,0.78,2663.315976,39.86481933,0.51836069
8196,0.83,0.79,2651.478433,39.59604977,0.520501415
8197,0.83,0.8,2632.599073,39.54925891,0.523915596
8198,0.83,0.81,2648.537531,39.58296415,0.521033254
8199,0.83,0.82,2669.595662,39.72874487,0.51722506
8200,0.83,0.83,2657.781728,39.76766861,0.519361515
8201,0.83,0.84,2663.670059,39.81455579,0.518296657
8202,0.83,0.85,2659.3623,39.88258434,0.519075681
8203,0.83,0.86,2659.168952,39.6803904,0.519110647
8204,0.83,0.87,2654.825165,39.71143826,0.519896186
8205,0.83,0.88,2669.476456,39.86208971,0.517246617
8206,0.83,0.89,2676.07104,39.97293281,0.51605404
8207,0.83,0.9,2635.590401,39.51240508,0.523374638
8208,0.83,0.91,2661.584456,39.75779758,0.518673822
8209,0.83,0.92,2639.404588,39.61618589,0.522684873
8210,0.83,0.93,2664.131695,39.77336943,0.518213174
8211,0.83,0.94,2655.689035,39.84691604,0.519739962
8212,0.83,0.95,2665.763072,39.78899324,0.517918153
8213,0.83,0.96,2673.450021,39.94748125,0.51652803
8214,0.83,0.97,2666.641077,39.83748138,0.517759373
8215,0.83,0.98,2637.151147,39.55478091,0.52309239
8216,0.83,0.99,2654.736477,39.72924854,0.519912224
8217,0.84,0.01,2667.999787,39.82641465,0.517513661
8218,0.84,0.02,2656.201489,39.7653511,0.519647288
8219,0.84,0.03,2650.12536,39.64623592,0.520746108
8220,0.84,0.04,2665.082055,39.76827513,0.518041309
8221,0.84,0.05,2672.397342,39.88339749,0.516718398
8222,0.84,0.06,2646.80675,39.67636431,0.521346251
8223,0.84,0.07,2667.891351,39.9008267,0.517533271
8224,0.84,0.08,2670.282018,39.77274092,0.517100938
8225,0.84,0.09,2658.626548,39.79532645,0.519208736
8226,0.84,0.1,2655.655165,39.73782694,0.519746087
8227,0.84,0.11,2657.287175,39.77671941,0.519450951
8228,0.84,0.12,2668.571377,39.67715054,0.517410293
8229,0.84,0.13,2661.113254,39.80375662,0.518759035
8230,0.84,0.14,2662.506539,39.7703357,0.518507071
8231,0.84,0.15,2657.847382,39.69186631,0.519349642
8232,0.84,0.16,2649.59903,39.632114,0.52084129
8233,0.84,0.17,2650.147577,39.66562672,0.52074209
8234,0.84,0.18,2653.803845,39.60421998,0.520080883
8235,0.84,0.19,2678.224668,39.90895751,0.515664573
8236,0.84,0.2,2645.707298,39.61935715,0.521545079
8237,0.84,0.21,2662.690095,39.82713614,0.518473876
8238,0.84,0.22,2634.274547,39.57353044,0.5236126
8239,0.84,0.23,2668.030227,39.7434495,0.517508156
8240,0.84,0.24,2658.869185,39.74897605,0.519164857
8241,0.84,0.25,2673.189127,39.8035275,0.51657521
8242,0.84,0.26,2645.098375,39.64418395,0.521655197
8243,0.84,0.27,2644.952444,39.63747454,0.521681588
8244,0.84,0.28,2658.688286,39.74011102,0.519197571
8245,0.84,0.29,2643.17727,39.68237602,0.522002614
8246,0.84,0.3,2678.484395,39.8838046,0.515617604
8247,0.84,0.31,2661.016355,39.74072912,0.518776559
8248,0.84,0.32,2657.801177,39.69910133,0.519357998
8249,0.84,0.33,2668.384881,39.73804924,0.51744402
8250,0.84,0.34,2661.57466,39.73040952,0.518675593
8251,0.84,0.35,2664.345316,39.80221926,0.518174543
8252,0.84,0.36,2650.544748,39.69158235,0.520670265
8253,0.84,0.37,2668.413001,39.74195067,0.517438935
8254,0.84,0.38,2650.166399,39.77544909,0.520738686
8255,0.84,0.39,2667.65084,39.91270732,0.517576765
8256,0.84,0.4,2645.13727,39.66492458,0.521648164
8257,0.84,0.41,2672.149932,39.86285083,0.51676314
8258,0.84,0.42,2664.498696,39.7782386,0.518146805
8259,0.84,0.43,2682.964356,39.98960329,0.514807439
8260,0.84,0.44,2661.019735,39.74716125,0.518775947
8261,0.84,0.45,2654.810738,39.67067241,0.519898794
8262,0.84,0.46,2668.19051,39.83258825,0.51747917
8263,0.84,0.47,2672.515113,39.77274571,0.5166971
8264,0.84,0.48,2661.631762,39.83944684,0.518665267
8265,0.84,0.49,2655.512703,39.68249545,0.51977185
8266,0.84,0.5,2655.488649,39.66727547,0.5197762
8267,0.84,0.51,2651.33282,39.70231799,0.520527748
8268,0.84,0.52,2652.801397,39.74391316,0.520262168
8269,0.84,0.53,2667.516975,39.72865579,0.517600974
8270,0.84,0.54,2659.665748,39.75619314,0.519020805
8271,0.84,0.55,2662.409651,39.77043224,0.518524592
8272,0.84,0.56,2657.652418,39.78690603,0.519384899
8273,0.84,0.57,2642.631957,39.67765188,0.522101229
8274,0.84,0.58,2646.923313,39.58318062,0.521325172
8275,0.84,0.59,2651.140862,39.7639235,0.520562462
8276,0.84,0.6,2648.255996,39.66816012,0.521084167
8277,0.84,0.61,2659.08965,39.76962383,0.519124988
8278,0.84,0.62,2674.65131,39.75860568,0.516310786
8279,0.84,0.63,2676.911534,39.89620025,0.515902043
8280,0.84,0.64,2660.247233,39.74731683,0.518915648
8281,0.84,0.65,2661.451235,39.78929755,0.518697914
8282,0.84,0.66,2664.651619,39.8525137,0.51811915
8283,0.84,0.67,2649.038371,39.7383324,0.520942681
8284,0.84,0.68,2656.065355,39.76342263,0.519671907
8285,0.84,0.69,2666.794321,39.75133424,0.51773166
8286,0.84,0.7,2673.049189,39.92498443,0.516600517
8287,0.84,0.71,2655.840678,39.70446158,0.519712538
8288,0.84,0.72,2662.964994,39.87543783,0.518424163
8289,0.84,0.73,2668.13287,39.79632923,0.517489594
8290,0.84,0.74,2663.828756,39.807712,0.518267958
8291,0.84,0.75,2659.613952,39.7073116,0.519030172
8292,0.84,0.76,2654.804431,39.87404622,0.519899935
8293,0.84,0.77,2671.876084,39.85999476,0.516812664
8294,0.84,0.78,2643.270936,39.65279407,0.521985675
8295,0.84,0.79,2662.589377,39.71131898,0.51849209
8296,0.84,0.8,2652.387509,39.67418108,0.520337016
8297,0.84,0.81,2647.695565,39.69466756,0.521185516
8298,0.84,0.82,2675.287477,39.81713803,0.516195741
8299,0.84,0.83,2648.918475,39.64403047,0.520964363
8300,0.84,0.84,2652.975502,39.69174973,0.520230682
8301,0.84,0.85,2655.667463,39.70545524,0.519743863
8302,0.84,0.86,2647.234695,39.64881581,0.521268861
8303,0.84,0.87,2669.136808,39.80121165,0.51730804
8304,0.84,0.88,2666.586753,39.82350242,0.517769197
8305,0.84,0.89,2646.182644,39.6364755,0.521459116
8306,0.84,0.9,2657.829199,39.70670647,0.51935293
8307,0.84,0.91,2668.731372,39.82694663,0.51738136
8308,0.84,0.92,2650.939375,39.58343032,0.520598899
8309,0.84,0.93,2642.68544,39.62591781,0.522091557
8310,0.84,0.94,2679.337794,39.95070939,0.515463273
8311,0.84,0.95,2654.472202,39.70481637,0.519960016
8312,0.84,0.96,2641.859593,39.66129988,0.522240905
8313,0.84,0.97,2669.910198,39.86473184,0.517168178
8314,0.84,0.98,2647.217207,39.57276569,0.521272024
8315,0.84,0.99,2658.755417,39.80076094,0.519185431
8316,0.85,0.01,2657.236876,39.62068577,0.519460047
8317,0.85,0.02,2670.144511,39.78511151,0.517125805
8318,0.85,0.03,2660.18974,39.81424839,0.518926045
8319,0.85,0.04,2660.333766,39.8348404,0.518899999
8320,0.85,0.05,2649.358225,39.66557948,0.520884838
8321,0.85,0.06,2649.196516,39.67110372,0.520914082
8322,0.85,0.07,2637.946023,39.62101216,0.522948643
8323,0.85,0.08,2644.349626,39.57930856,0.521790603
8324,0.85,0.09,2650.445448,39.71888971,0.520688222
8325,0.85,0.1,2667.439238,39.88181079,0.517615032
8326,0.85,0.11,2669.220412,39.7789908,0.517292921
8327,0.85,0.12,2660.627863,39.75172856,0.518846814
8328,0.85,0.13,2652.753887,39.74879114,0.52027076
8329,0.85,0.14,2653.718485,39.64505831,0.52009632
8330,0.85,0.15,2650.544686,39.72194958,0.520670276
8331,0.85,0.16,2677.121332,39.88094381,0.515864103
8332,0.85,0.17,2668.997195,39.76607859,0.517333288
8333,0.85,0.18,2662.876846,39.6458162,0.518440104
8334,0.85,0.19,2677.240854,39.86982338,0.515842488
8335,0.85,0.2,2652.660774,39.73612603,0.520287598
8336,0.85,0.21,2644.8406,39.70051235,0.521701814
8337,0.85,0.22,2676.503297,39.84789197,0.515975869
8338,0.85,0.23,2647.708155,39.59107239,0.52118324
8339,0.85,0.24,2654.487646,39.70913445,0.519957223
8340,0.85,0.25,2653.685207,39.60273758,0.520102338
8341,0.85,0.26,2655.868986,39.70213989,0.519707419
8342,0.85,0.27,2672.015662,39.88765259,0.516787422
8343,0.85,0.28,2688.91154,39.93955974,0.513731938
8344,0.85,0.29,2673.543995,39.79101403,0.516511035
8345,0.85,0.3,2631.618981,39.53429045,0.524092838
8346,0.85,0.31,2651.969518,39.60380694,0.520412606
8347,0.85,0.32,2675.574467,39.95508842,0.516143841
8348,0.85,0.33,2659.625328,39.67247515,0.519028115
8349,0.85,0.34,2652.410133,39.64524001,0.520332925
8350,0.85,0.35,2643.664768,39.57809253,0.521914454
8351,0.85,0.36,2649.442784,39.75122686,0.520869546
8352,0.85,0.37,2664.451169,39.80598922,0.5181554
8353,0.85,0.38,2652.577678,39.76105318,0.520302626
8354,0.85,0.39,2647.910225,39.70296706,0.521146697
8355,0.85,0.4,2665.864656,39.8819504,0.517899782
8356,0.85,0.41,2667.534307,39.77064422,0.517597839
8357,0.85,0.42,2676.169623,39.96910999,0.516036212
8358,0.85,0.43,2676.486812,39.79313457,0.515978851
8359,0.85,0.44,2668.637547,39.69230015,0.517398327
8360,0.85,0.45,2656.99709,39.64673614,0.51950341
8361,0.85,0.46,2667.995879,39.78009342,0.517514368
8362,0.85,0.47,2651.318753,39.77323071,0.520530292
8363,0.85,0.48,2667.401282,39.74443665,0.517621896
8364,0.85,0.49,2672.010852,39.78458061,0.516788292
8365,0.85,0.5,2671.650962,39.73062633,0.516853375
8366,0.85,0.51,2662.279483,39.87998769,0.518548132
8367,0.85,0.52,2666.531774,39.65753742,0.517779139
8368,0.85,0.53,2651.554643,39.68139008,0.520487633
8369,0.85,0.54,2653.084546,39.63374905,0.520210962
8370,0.85,0.55,2636.540735,39.56592542,0.523202778
8371,0.85,0.56,2664.73313,39.83495502,0.51810441
8372,0.85,0.57,2643.731473,39.58049072,0.521902391
8373,0.85,0.58,2646.132554,39.53140757,0.521468174
8374,0.85,0.59,2645.108417,39.68541891,0.521653381
8375,0.85,0.6,2650.971203,39.74383881,0.520593143
